epoch,epoch_time_s,lr,train_total,val_own_AR IoU,val_own_BG IoU,val_own_Mean FG IoU,val_own_Mean IoU,val_own_TC IoU
49,28.34231448173523,0.00010453658778440108,0.4247561086107183,,,,,
50,29.895134687423706,8.985806886701516e-05,0.425106367358455,0.40319559917484527,0.9467966870388175,0.36097822562392795,0.5562510460955578,0.31876085207301064
51,33.79101514816284,7.631742512670285e-05,0.42518541393456644,,,,,
52,34.553208351135254,6.395177052675796e-05,0.42420318303284826,0.40294731495439995,0.9474253005299,0.3616613877787088,0.5569160253624392,0.32037546060301764
53,30.597034215927124,5.2794998466912526e-05,0.4231129992891241,,,,,
54,28.180744171142578,4.287768888388514e-05,0.42387079773125824,0.4042624569394197,0.9472965582027558,0.3641957051720388,0.5585626561822777,0.32412895340465786
55,28.01124858856201,3.4227024433899005e-05,0.42289324513188115,,,,,
56,27.86414909362793,2.6866715986911188e-05,0.42319736061272795,0.4020741893500713,0.9477015780268162,0.36278866599619164,0.5577596366730665,0.32350314264231206
57,27.979588508605957,2.0816937636766188e-05,0.4243859151999156,,,,,
58,26.467196702957153,1.6094271405406862e-05,0.42354922449147264,0.4022967086297485,0.9474888782267296,0.3626048499750253,0.5575661927255934,0.32291299132030205
59,28.30357003211975,1.2711661792704668e-05,0.4210438189683138,,,,,
60,27.64708685874939,1.0678380296485954e-05,0.42214164027461293,0.40242532626421484,0.9475149791342607,0.3622042420794759,0.5573078210977375,0.32198315789473686
